SR. NO.,District,Taluka,Village Name
2430,Ahmednagar,Pathardi,Malegaon
2431,Ahmednagar,Pathardi,Walunj
2432,Ahmednagar,Pathardi,Koradgaon
2433,Ahmednagar,Pathardi,Jirewadi
2434,Ahmednagar,Pathardi,Aurangpur
2435,Aurangabad,Gangapur,Sidhpur
2436,Aurangabad,Gangapur,Manulapur
2437,Aurangabad,Gangapur,Manjari
2438,Aurangabad,Gangapur,Phajlapur
2439,Aurangabad,Gangapur,Wahegaon
2440,Aurangabad,Gangapur,Sudeshwadgaon
2441,Aurangabad,Gangapur,Alamgirpur
2442,Aurangabad,Gangapur,Hakigatpur
2443,Aurangabad,Gangapur,Katepimpalgaon
2444,Aurangabad,Gangapur,Ankoli Wadagaon
2445,Aurangabad,Gangapur,Aminabad
2446,Aurangabad,Gangapur,Arapur
2447,Aurangabad,Gangapur,Gavalidhnora
2448,Aurangabad,Gangapur,Pratappur
2449,Aurangabad,Gangapur,Chandikapur
2450,Aurangabad,Gangapur,Wadgaon
2451,Aurangabad,Gangapur,Rampuri
2452,Aurangabad,Gangapur,Gavalishiwra
2453,Aurangabad,Gangapur,Lanzi
2454,Aurangabad,Gangapur,Hirapur
2455,Aurangabad,Gangapur,Mustaphabad
2456,Aurangabad,Gangapur,Ambegaon
2457,Aurangabad,Gangapur,Gangapur
2458,Aurangabad,Gangapur,Jakhmatha
2459,Aurangabad,Gangapur,Ambewadi
2460,Aurangabad,Gangapur,Sanjarpur
2461,Aurangabad,Gangapur,Jamgaon
2462,Aurangabad,Gangapur,Nawabpur
2463,Aurangabad,Gangapur,Sirasgaon
2464,Aurangabad,Gangapur,Maluja Ku.
2465,Aurangabad,Gangapur,Shariphur
2466,Aurangabad,Gangapur,Hadiyabad
2467,Aurangabad,Gangapur,Shingi
2468,Aurangabad,Gangapur,Bhalgaon
2469,Aurangabad,Gangapur,Mandi
2470,Aurangabad,Gangapur,Mhasa
2471,Aurangabad,Gangapur,Sanjarbad
2472,Aurangabad,Gangapur,Agarkandgaon
2473,Aurangabad,Gangapur,Mamdapur
2474,Aurangabad,Gangapur,Bagadi
2475,Aurangabad,Gangapur,Mahuli
2476,Aurangabad,Gangapur,Warlhed
2477,Aurangabad,Gangapur,Haibatpur
2478,Aurangabad,Gangapur,Nambargaon
2479,Aurangabad,Gangapur,Zodegaon
2480,Aurangabad,Gangapur,Khadkwaghlgaon
2481,Aurangabad,Gangapur,Rangangaon Narhari
2482,Aurangabad,Gangapur,Pimpri
2483,Aurangabad,Gangapur,Bhendaha
2484,Aurangabad,Gangapur,Ganeshwadi
2485,Aurangabad,Gangapur,Antapur
2486,Aurangabad,Gangapur,Saidapur
2487,Aurangabad,Gangapur,Kaygaon
2488,Aurangabad,Gangapur,Lakhmapur
2489,Aurangabad,Gangapur,Amalner
2490,Aurangabad,Gangapur,Babargaon
2491,Aurangabad,Gangapur,Bolegaon
2492,Aurangabad,Gangapur,Balapur
2493,Aurangabad,Gangapur,Moujudabad
2494,Aurangabad,Gangapur,Surewadi
2495,Aurangabad,Gangapur,Khairgavhan
2496,Aurangabad,Gangapur,Pakhore
2497,Aurangabad,Gangapur,Hanumantgaon
2498,Aurangabad,Gangapur,Pimpalwadi
2499,Aurangabad,Gangapur,Saidapur
2500,Aurangabad,Gangapur,Bhivdanora
2501,Aurangabad,Gangapur,Agarwadgaon
2502,Aurangabad,Gangapur,Galnimb
2503,Aurangabad,Gangapur,Pedapur
2504,Aurangabad,Gangapur,Narsapur
2505,Aurangabad,Gangapur,Sarangpur
2506,Aurangabad,Gangapur,Nagapur
2507,Aurangabad,Gangapur,Shendurwada
2508,Aurangabad,Gangapur,Mandwa
2509,Aurangabad,Gangapur,Nagapur
2510,Aurangabad,Gangapur,Shivpur
2511,Aurangabad,Gangapur,Mangegaon
2512,Aurangabad,Gangapur,Savkheda
2513,Aurangabad,Gangapur,Shankarpur
2514,Aurangabad,Gangapur,Borudi
2515,Aurangabad,Gangapur,Tandulwadi
2516,Aurangabad,Gangapur,Talpimpri
2517,Aurangabad,Gangapur,Pandharohal
2518,Aurangabad,Gangapur,Aurangpur
2519,Aurangabad,Gangapur,Harasuli
2520,Aurangabad,Gangapur,Mahalaximikheda
2521,Aurangabad,Gangapur,Vazar
2522,Aurangabad,Gangapur,Puri
2523,Aurangabad,Gangapur,Kondhapur
2524,Aurangabad,Gangapur,Solegaon
2525,Aurangabad,Gangapur,Dhoregaon
2526,Aurangabad,Gangapur,Nadrabad
2527,Aurangabad,Gangapur,Dahgaon
2528,Aurangabad,Gangapur,Murmi
2529,Aurangabad,Gangapur,Nadim Shahapur
2530,Aurangabad,Gangapur,Gurudhanora
2531,Aurangabad,Gangapur,Sultanpur
2532,Aurangabad,Gangapur,Murshidbad
2533,Aurangabad,Gangapur,Zanzardi
2534,Aurangabad,Gangapur,Humanbad
2535,Aurangabad,Gangapur,Dongaon
2536,Aurangabad,Gangapur,Dhamori Khu
2537,Aurangabad,Gangapur,Basusaigaon
2538,Aurangabad,Gangapur,Waghalgaon
2539,Aurangabad,Gangapur,Shanbajpur
2540,Aurangabad,Gangapur,Raipur
2541,Aurangabad,Gangapur,Pachpirwadi
2542,Aurangabad,Gangapur,Kinhal
2543,Aurangabad,Gangapur,Mali Wadgaon
2544,Aurangabad,Gangapur,Denahl
2545,Aurangabad,Gangapur,Sanav
2546,Aurangabad,Gangapur,Dinwada
2547,Aurangabad,Gangapur,Pimpalgaon
2548,Aurangabad,Gangapur,Divashi
2549,Aurangabad,Gangapur,Warzadi
2550,Aurangabad,Gangapur,Jambaala
2551,Aurangabad,Gangapur,Takali
2552,Aurangabad,Gangapur,Takaliwadi
2553,Aurangabad,Gangapur,Paikalwadi
2554,Aurangabad,Gangapur,Girnera
2555,Aurangabad,Gangapur,Phatiyabad
2556,Aurangabad,Gangapur,Rajangaonpoll
2557,Aurangabad,Gangapur,Phadpur
2558,Aurangabad,Gangapur,Umarpur
2559,Aurangabad,Gangapur,Apegaon
2560,Aurangabad,Gangapur,Govindpur
2561,Aurangabad,Gangapur,Khadknarala
2562,Aurangabad,Gangapur,Sidhnath Wadgaon
2563,Aurangabad,Gangapur,Wadali
2564,Aurangabad,Gangapur,Khopeshavr
2565,Aurangabad,Gangapur,Bolthan
2566,Aurangabad,Gangapur,Tandulwadi
2567,Aurangabad,Gangapur,Utarwadi
2568,Aurangabad,Gangapur,Malunja Bk
2569,Aurangabad,Gangapur,Koleghar
2570,Aurangabad,Gangapur,Sire Sayagaon
2571,Aurangabad,Gangapur,Gopalwadi
2572,Aurangabad,Gangapur,Rotasthal
2573,Aurangabad,Gangapur,Vaznapur
2574,Aurangabad,Gangapur,Shekata
2575,Aurangabad,Gangapur,Gajgaon
2576,Aurangabad,Gangapur,Khandgaon
2577,Aurangabad,Gangapur,Denda
2578,Aurangabad,Gangapur,Palsgaon
2579,Aurangabad,Gangapur,Ghodegaon
2580,Aurangabad,Gangapur,Shahapur
2581,Aurangabad,Gangapur,Kankori
2582,Aurangabad,Gangapur,Bhoygaon
2583,Aurangabad,Gangapur,Kombapur
2584,Aurangabad,Gangapur,Narayanpur
2585,Aurangabad,Gangapur,Padmpur
2586,Aurangabad,Gangapur,Walunj Bk
2587,Aurangabad,Gangapur,Walunj Khu
2588,Aurangabad,Gangapur,Nayagaon
2589,Aurangabad,Gangapur,Pimparkheda
2590,Aurangabad,Gangapur,Mahmadpur
2591,Aurangabad,Gangapur,Mendipur
2592,Aurangabad,Gangapur,Narayanpur Khu
2593,Aurangabad,Gangapur,Shivrai
2594,Aurangabad,Gangapur,Ranjangaon Shepu
2595,Aurangabad,Gangapur,Jaogeshwari
2596,Aurangabad,Gangapur,Ramrai
2597,Aurangabad,Gangapur,Kamlpur
2598,Aurangabad,Gangapur,Nandeda
2599,Aurangabad,Gangapur,Haibatpur
2600,Aurangabad,Gangapur,Narayanpur Bk.
2601,Aurangabad,Gangapur,Asegaon
2602,Aurangabad,Gangapur,Talesaman
2603,Aurangabad,Gangapur,Shahapur Banjar
2604,Aurangabad,Gangapur,Ismailpur
2605,Aurangabad,Gangapur,Khojewadi
2606,Aurangabad,Gangapur,Si. Sirasgaon
2607,Aurangabad,Gangapur,Phaltubad
2608,Aurangabad,Gangapur,Potul
2609,Aurangabad,Gangapur,Ibrahimpur
2610,Aurangabad,Gangapur,Baggipur
2611,Aurangabad,Gangapur,Toki
2612,Aurangabad,Gangapur,Turkabad
2613,Aurangabad,Gangapur,Shirodi
2614,Aurangabad,Gangapur,Malkapur
2615,Aurangabad,Gangapur,Ambeloahal
2616,Aurangabad,Gangapur,Borgaon
2617,Aurangabad,Gangapur,Yesgaon
2618,Aurangabad,Gangapur,Dhighi
2619,Aurangabad,Gangapur,Kalegaon
2620,Aurangabad,Gangapur,Domegaon
2621,Aurangabad,Gangapur,Jikran
2622,Aurangabad,Gangapur,Rajura
2623,Aurangabad,Gangapur,Rahimpur
2624,Aurangabad,Gangapur,Abdulpur
2625,Aurangabad,Gangapur,Mirzapur
2626,Aurangabad,Gangapur,Dhamori Bk
2627,Aurangabad,Gangapur,Nibajalgaon
2628,Aurangabad,Gangapur,Tembapur
2629,Aurangabad,Gangapur,Antapur
2630,Aurangabad,Gangapur,Kasoda
2631,Aurangabad,Gangapur,Eakalhera
2632,Aurangabad,Gangapur,Ghanegaon
2633,Aurangabad,Gangapur,Sultanpur
2634,Aurangabad,Gangapur,Itawa
2635,Aurangabad,Gangapur,Chinchkhed
2636,Aurangabad,Gangapur,Hursul
2637,Aurangabad,Gangapur,Anantpur
2638,Aurangabad,Gangapur,Savangi
2639,Aurangabad,Gangapur,Siregaon
2640,Aurangabad,Gangapur,Mahamadpur
2641,Aurangabad,Gangapur,Sultanabad
2642,Aurangabad,Gangapur,Devali
2643,Aurangabad,Gangapur,Shilegaon
2644,Aurangabad,Gangapur,Buttewadgaon
2645,Aurangabad,Gangapur,Manjarpur
2646,Aurangabad,Gangapur,Babhulgaon
2647,Aurangabad,Gangapur,Bairagad
2648,Aurangabad,Gangapur,Padalasa
2649,Aurangabad,Gangapur,Daygaon
2650,Aurangabad,Gangapur,Golegaon
2651,Aurangabad,Gangapur,Singpur
2652,Aurangabad,Gangapur,Phalshiwar
2653,Aurangabad,Gangapur,Mahebubkheda
2654,Aurangabad,Gangapur,Agatan
2655,Aurangabad,Gangapur,Bhagatan
2656,Aurangabad,Gangapur,Sahankarpur
2657,Aurangabad,Kannad,Kannad
2658,Aurangabad,Kannad,Rithi
2659,Aurangabad,Kannad,Moharda
2660,Aurangabad,Kannad,Real / Navdi
2661,Aurangabad,Kannad,Malpur
2662,Aurangabad,Kannad,Kamnpur
2663,Aurangabad,Kannad,Amba / Amba Tanda
2664,Aurangabad,Kannad,Upala / Bhambarwad
2665,Aurangabad,Kannad,Ambala
2666,Aurangabad,Kannad,Andhaner
2667,Aurangabad,Kannad,Mundwadi / Mundwa
2668,Aurangabad,Kannad,Langada Tanda
2669,Aurangabad,Kannad,Satkud
2670,Aurangabad,Kannad,Telwadi
2671,Aurangabad,Kannad,Bahirgaon
2672,Aurangabad,Kannad,Dongaon
2673,Aurangabad,Kannad,Dabhadi
2674,Aurangabad,Kannad,Vittalpur
2675,Aurangabad,Kannad,Bramhani
2676,Aurangabad,Kannad,Garada
2677,Aurangabad,Kannad,Hivarkheda Go.
2678,Aurangabad,Kannad,Gotala
2679,Aurangabad,Kannad,Kolewadi
2680,Aurangabad,Kannad,Sitainagar
2681,Aurangabad,Kannad,Gudama
2682,Aurangabad,Kannad,Jamadi Phou
2683,Aurangabad,Kannad,Jamadi Ghat
2684,Aurangabad,Kannad,Wadnera
2685,Aurangabad,Kannad,Wadnera Tanda
2686,Aurangabad,Kannad,Kalanki
2687,Aurangabad,Kannad,Chincholi
2688,Aurangabad,Kannad,Dhigaon
2689,Aurangabad,Kannad,Jamadi Ja
2690,Aurangabad,Kannad,Ganeshpur
2691,Aurangabad,Kannad,Shelgaon Ja. Shelga
2692,Aurangabad,Kannad,Takli Antur
2693,Aurangabad,Kannad,Lohagaon
2694,Aurangabad,Kannad,Wadoda
2695,Aurangabad,Kannad,Ghatshenda
2696,Aurangabad,Kannad,Baki J.
2697,Aurangabad,Kannad,Talanera
2698,Aurangabad,Kannad,Dudhalgaon
2699,Aurangabad,Kannad,Bakad
2700,Aurangabad,Kannad,Baraktpur
2701,Aurangabad,Kannad,Raygaon
2702,Aurangabad,Kannad,Nachanvel
2703,Aurangabad,Kannad,Koparvel
2704,Aurangabad,Kannad,Mohara
2705,Aurangabad,Kannad,Dongargaon
2706,Aurangabad,Kannad,Nadpur
2707,Aurangabad,Kannad,Javkheda
2708,Aurangabad,Kannad,Amdabad
2709,Aurangabad,Kannad,Sarola
2710,Aurangabad,Kannad,Pimparkhed
2711,Aurangabad,Kannad,Javkheda Bk.
2712,Aurangabad,Kannad,Gourpimpri
2713,Aurangabad,Kannad,Adgaon Pi.
2714,Aurangabad,Kannad,Takli Bk
2715,Aurangabad,Kannad,Digaon
2716,Aurangabad,Kannad,Kherda
2717,Aurangabad,Kannad,Bharaba
2718,Aurangabad,Kannad,Malegaon Tho
2719,Aurangabad,Kannad,Malegaon Lo
2720,Aurangabad,Kannad,Chapaner
2721,Aurangabad,Kannad,Ategaoj
2722,Aurangabad,Kannad,Khada
2723,Aurangabad,Kannad,Boltek
2724,Aurangabad,Kannad,Hasankheda
2725,Aurangabad,Kannad,Javali Kh.
2726,Aurangabad,Kannad,Javali Bk.
2727,Aurangabad,Kannad,Kvitkheda
2728,Aurangabad,Kannad,Chinchkheda Kh
2729,Aurangabad,Kannad,Gavhali
2730,Aurangabad,Kannad,Aurala
2731,Aurangabad,Kannad,Dhangarwadi
2732,Aurangabad,Kannad,Shirodi
2733,Aurangabad,Kannad,Chaichkheda Bk
2734,Aurangabad,Kannad,Bibkheda
2735,Aurangabad,Kannad,Rohila Kh.
2736,Aurangabad,Kannad,Khamgaon
2737,Aurangabad,Kannad,Kanadgaon
2738,Aurangabad,Kannad,Nipani
2739,Aurangabad,Kannad,Sahangaon
2740,Aurangabad,Kannad,Jahur
2741,Aurangabad,Kannad,Chiwali
2742,Aurangabad,Kannad,Mungasapur
2743,Aurangabad,Kannad,Bedakwadi
2744,Aurangabad,Kannad,Adgaon J.
2745,Aurangabad,Kannad,Tandulwadi
2746,Aurangabad,Kannad,Bita
2747,Aurangabad,Kannad,Sasegaon
2748,Aurangabad,Kannad,Aroli
2749,Aurangabad,Kannad,Khaparkheda
2750,Aurangabad,Kannad,Chikalthana
2751,Aurangabad,Kannad,Wadali
2752,Aurangabad,Kannad,Hivarkheda Na
2753,Aurangabad,Kannad,Nandgirwadi
2754,Aurangabad,Kannad,Hatnur
2755,Aurangabad,Kannad,Banshenda
2756,Aurangabad,Kannad,Sirasgaon
2757,Aurangabad,Kannad,Shivarai
2758,Aurangabad,Kannad,Sirjapur
2759,Aurangabad,Kannad,Palsgaon
2760,Aurangabad,Kannad,Bhokangaon
2761,Aurangabad,Kannad,Jamdi Khu
2762,Aurangabad,Kannad,Kunjkheda
2763,Aurangabad,Kannad,Nimdoangari
2764,Aurangabad,Kannad,Ghusur
2765,Aurangabad,Kannad,Ghusur Tanda
2766,Aurangabad,Kannad,Jaitapur
2767,Aurangabad,Kannad,Alapur
2768,Aurangabad,Kannad,Antapur
2769,Aurangabad,Kannad,Aurangpur
2770,Aurangabad,Kannad,Tapargaon
2771,Aurangabad,Kannad,Ruikheda
2772,Aurangabad,Kannad,Jaitkheda
2773,Aurangabad,Kannad,Jaitkheda Tanda
2774,Aurangabad,Kannad,Salegaon
2775,Aurangabad,Kannad,Deogaon
2776,Aurangabad,Kannad,Devli
2777,Aurangabad,Kannad,Mategaon
2778,Aurangabad,Kannad,Chambhawadi
2779,Aurangabad,Kannad,Vitkheda
2780,Aurangabad,Kannad,Deopudi
2781,Aurangabad,Kannad,Kanadgaon Vai
2782,Aurangabad,Kannad,Borsar Bu
2783,Aurangabad,Kannad,Borsar Khu
2784,Aurangabad,Kannad,Lavhali
2785,Aurangabad,Kannad,Shevanta
2786,Aurangabad,Kannad,Palskheda
2787,Aurangabad,Kannad,Tanda Pimpalgaon
2788,Aurangabad,Kannad,Lamangaon
2789,Aurangabad,Kannad,Dharankheda
2790,Aurangabad,Kannad,Gondegaon
2791,Aurangabad,Kannad,Danbhegaon
2792,Aurangabad,Kannad,Devlana
2793,Aurangabad,Kannad,Kadarpur
2794,Aurangabad,Kannad,Takali L.
2795,Aurangabad,Kannad,Jahagaon Ghat
2796,Aurangabad,Kannad,Kesapur
2797,Aurangabad,Kannad,Baisapur
2798,Aurangabad,Kannad,Pishor
2799,Aurangabad,Kannad,Waghulkheda
2800,Aurangabad,Kannad,Malegaon Dh.
2801,Aurangabad,Kannad,Digar
2802,Aurangabad,Kannad,Shafiyabad
2803,Aurangabad,Kannad,Kolambi M.
2804,Aurangabad,Kannad,Bhildari
2805,Aurangabad,Kannad,Shafepur
2806,Aurangabad,Kannad,Mohadi
2807,Aurangabad,Kannad,Khadki
2808,Aurangabad,Kannad,Khatkhede
2809,Aurangabad,Kannad,Sakharwel
2810,Aurangabad,Kannad,Palshi Khu.
2811,Aurangabad,Kannad,Palshi Bu.
2812,Aurangabad,Kannad,Ramnagar
2813,Aurangabad,Kannad,Wasdi
2814,Aurangabad,Kannad,Deopule
2815,Aurangabad,Kannad,Hasasta
2816,Aurangabad,Kannad,Mehgaon
2817,Aurangabad,Kannad,Nimbhora
2818,Aurangabad,Kannad,Tapovan
2819,Aurangabad,Kannad,Karanjakhedan Ja
2820,Aurangabad,Kannad,Karanjakhedan Kha
2821,Aurangabad,Kannad,Shipghat
2822,Aurangabad,Kannad,Nagapur
2823,Aurangabad,Kannad,Dhamni Khu
2824,Aurangabad,Kannad,Chimnapur
2825,Aurangabad,Kannad,Wadi Chimnapur
2826,Aurangabad,Kannad,Ambegaon Khu.
2827,Aurangabad,Kannad,Ambegaonbu.
2828,Aurangabad,Kannad,Kholapur
2829,Aurangabad,Kannad,Nevpur Ja.
2830,Aurangabad,Kannad,Nevpur Kha.
2831,Aurangabad,Kannad,Balkheda
2832,Aurangabad,Kannad,Raulgaon
2833,Aurangabad,Kannad,Kolambi Makta
2834,Aurangabad,Kannad,Rojepur
2835,Aurangabad,Kannad,Umbarkheda
2836,Aurangabad,Kannad,Umbarkheda Tanda
2837,Aurangabad,Kannad,Satkund Adarsh
2838,Aurangabad,Kannad,Mehuan
2839,Aurangabad,Kannad,Rampurwadi
2840,Aurangabad,Kannad,Savargaon
2841,Aurangabad,Kannad,Nagad
2842,Aurangabad,Kannad,Nagad Tanda
2843,Aurangabad,Kannad,Sonwadi
2844,Aurangabad,Kannad,Bhopewadi
2845,Aurangabad,Kannad,Kondhabari
2846,Aurangabad,Kannad,Belkheda
2847,Aurangabad,Kannad,Belkheda Tanda
2848,Aurangabad,Kannad,Bormali
2849,Aurangabad,Kannad,Bormali Tanda
2850,Aurangabad,Kannad,Saygavhan
2851,Aurangabad,Kannad,Shivtanda
2852,Aurangabad,Kannad,Bhildari
2853,Aurangabad,Kannad,Hasnabad
2854,Aurangabad,Kannad,Pangara
2855,Aurangabad,Kannad,Pangara Tanda
2856,Aurangabad,Kannad,Wadgaon Ja.
2857,Aurangabad,Kannad,Harswadi
2858,Aurangabad,Kannad,Lonza
2859,Aurangabad,Soyagaon,Banoti
2860,Aurangabad,Soyagaon,Banoti Tanda
2861,Aurangabad,Soyagaon,Varthan
2862,Aurangabad,Soyagaon,Wadi
2863,Aurangabad,Soyagaon,Naygaon
2864,Aurangabad,Soyagaon,Gondegaon
2865,Aurangabad,Soyagaon,Nibhora
2866,Aurangabad,Soyagaon,Galwada B.
2867,Aurangabad,Soyagaon,Mhashikotha
2868,Aurangabad,Soyagaon,Wadgaon Ti.
2869,Aurangabad,Soyagaon,Shindol
2870,Aurangabad,Soyagaon,Pimpri Antur
2871,Aurangabad,Soyagaon,Upplakhed A.
2872,Aurangabad,Soyagaon,Upplakhed Su.
2873,Aurangabad,Soyagaon,Pohari Bu.
2874,Aurangabad,Soyagaon,Pohari Khu.
2875,Aurangabad,Soyagaon,Wangaon
2876,Aurangabad,Soyagaon,Ghorkund
2877,Aurangabad,Soyagaon,Hunmantkheda
2878,Aurangabad,Soyagaon,Palashi
2879,Aurangabad,Soyagaon,Mukhed
2880,Aurangabad,Soyagaon,Titur
2881,Aurangabad,Soyagaon,Kinhi
2882,Aurangabad,Soyagaon,Dastapur
2883,Aurangabad,Soyagaon,Mohalai
2884,Aurangabad,Soyagaon,Nimkheda
2885,Aurangabad,Soyagaon,Kaldari
2886,Aurangabad,Soyagaon,Wadi
2887,Aurangabad,Soyagaon,Anjola
2888,Aurangabad,Sillod,Borgaon Bajar
2889,Aurangabad,Sillod,Borgaon Sarwani
2890,Aurangabad,Sillod,Borgaon Wadi
2891,Aurangabad,Sillod,Sonappa Wadi
2892,Aurangabad,Sillod,Kotnandra
2893,Aurangabad,Sillod,Savkheda Khu.
2894,Aurangabad,Sillod,Savkheda Bu.
2895,Aurangabad,Sillod,Upali
2896,Aurangabad,Sillod,Mandgaon
2897,Aurangabad,Sillod,Dhondekheda
2898,Aurangabad,Sillod,Sisarkheda
2899,Aurangabad,Sillod,Didgaon
2900,Aurangabad,Sillod,Lonwadi
2901,Aurangabad,Sillod,Mhasla Khu.
2902,Aurangabad,Sillod,Mhasla Bu.
2903,Aurangabad,Sillod,Takli Khu.
2904,Aurangabad,Sillod,Khatarkheda
2905,Aurangabad,Sillod,Palshi
2906,Aurangabad,Sillod,Bhiradi
2907,Aurangabad,Sillod,Wangi Bu.
2908,Aurangabad,Sillod,Kutubpur
2909,Aurangabad,Sillod,Kasoda
2910,Aurangabad,Sillod,Dhamni
2911,Aurangabad,Sillod,Piroli
2912,Aurangabad,Sillod,Doifoda
2913,Aurangabad,Sillod,Wadoth Chatha
2914,Aurangabad,Sillod,Wangi Khu.
2915,Aurangabad,Sillod,Modha Bu.
2916,Aurangabad,Sillod,Dhanori
2917,Aurangabad,Sillod,Modha Khu.
2918,Aurangabad,Sillod,Wanjola
2919,Aurangabad,Sillod,Nillod
2920,Aurangabad,Sillod,Bhavan
2921,Aurangabad,Sillod,Kaygaon
2922,Aurangabad,Sillod,Takli Jivrakh
2923,Aurangabad,Sillod,Andhari
2924,Aurangabad,Sillod,Ankinhola
2925,Aurangabad,Sillod,Bhabulgaon
2926,Aurangabad,Sillod,Gevrai Shemi
2927,Aurangabad,Sillod,Warkhedi
2928,Aurangabad,Sillod,Bhaygaon
2929,Aurangabad,Sillod,Kerhala
2930,Aurangabad,Sillod,Chinchkheda
2931,Aurangabad,Sillod,Borgaonkasari
2932,Aurangabad,Sillod,Telwadi
2933,Aurangabad,Sillod,Gavhali
2934,Aurangabad,Sillod,Tanda Bajar (Bechir
2935,Aurangabad,Sillod,Sillod
2936,Aurangabad,Sillod,Rajawalwadi
2937,Aurangabad,Sillod,Ananwi
2938,Aurangabad,Sillod,Dongargaon
2939,Aurangabad,Sillod,Palod
2940,Aurangabad,Sillod,Chinchpur
2941,Aurangabad,Sillod,Mangarul
2942,Aurangabad,Sillod,Chandapur
2943,Aurangabad,Sillod,Rahimabad
2944,Aurangabad,Sillod,Asadi
2945,Aurangabad,Sillod,Pimpri Bu.
2946,Aurangabad,Sillod,Warud Khu.
2947,Aurangabad,Sillod,Pimpalgaon Peth
2948,Aurangabad,Sillod,Dahigaon
2949,Aurangabad,Sillod,Aamthana
2950,Aurangabad,Sillod,Chinchban
2951,Aurangabad,Sillod,Pedgaon
2952,Aurangabad,Sillod,Charner
2953,Aurangabad,Sillod,Charnerwadi
2954,Aurangabad,Sillod,Dharla
2955,Aurangabad,Sillod,Dhawada
2956,Aurangabad,Sillod,Ghatnadra
2957,Aurangabad,Sillod,De. Bajar
2958,Aurangabad,Sillod,Gokulpura
2959,Aurangabad,Sillod,Shindepur
2960,Aurangabad,Sillod,Talni
2961,Aurangabad,Sillod,Golegaon Bu.
2962,Aurangabad,Sillod,Golegaon Khu.
2963,Aurangabad,Sillod,Kajipura
2964,Aurangabad,Sillod,Panas
2965,Aurangabad,Sillod,Panavdod Bu.
2966,Aurangabad,Sillod,Panavdod Khu.
2967,Aurangabad,Sillod,Dhotara
2968,Aurangabad,Sillod,Lihakhedi
2969,Aurangabad,Sillod,Khediliha
2970,Aurangabad,Sillod,Mandana
2971,Aurangabad,Sillod,Undangaon
2972,Aurangabad,Sillod,Khandala
2973,Aurangabad,Sillod,Sarola
2974,Aurangabad,Fulambri,Fulambri
2975,Aurangabad,Fulambri,Baragaon
2976,Aurangabad,Fulambri,Kingaon
2977,Aurangabad,Fulambri,Shirodi Bu.
2978,Aurangabad,Fulambri,Shirodi Khu.
2979,Aurangabad,Fulambri,Dongargaon Shiv
2980,Aurangabad,Fulambri,Shelgaon
2981,Aurangabad,Fulambri,Janefal
2982,Aurangabad,Fulambri,Pimpalgaon Walan
2983,Aurangabad,Fulambri,Pimpalgaon Dev
2984,Aurangabad,Fulambri,Kanheri
2985,Aurangabad,Fulambri,Pal
2986,Aurangabad,Fulambri,Lahanyachi Wadi
2987,Aurangabad,Fulambri,Bilda
2988,Aurangabad,Fulambri,Chincholi Bu.
2989,Aurangabad,Fulambri,Ganori
2990,Aurangabad,Fulambri,Sanjul
2991,Aurangabad,Fulambri,Murshidabadwadi
2992,Aurangabad,Fulambri,Wanegaon Khu.
2993,Aurangabad,Fulambri,Wanegaon Bu.
2994,Aurangabad,Fulambri,Realgaon
2995,Aurangabad,Fulambri,Mhasla
2996,Aurangabad,Fulambri,Wadodabajar
2997,Aurangabad,Fulambri,Wadad Khu.
2998,Aurangabad,Fulambri,Mahalkinholi
2999,Aurangabad,Fulambri,Kapitkheda
3000,Aurangabad,Fulambri,Bhalgaon
3001,Aurangabad,Fulambri,Pathari
3002,Aurangabad,Fulambri,Wakanand
3003,Aurangabad,Fulambri,Waghalgaon
3004,Aurangabad,Fulambri,Leha J.
3005,Aurangabad,Fulambri,Aadgaon Bu.
3006,Aurangabad,Fulambri,Viramgaon
3007,Aurangabad,Fulambri,Narla
3008,Aurangabad,Fulambri,Bhawadi
3009,Aurangabad,Fulambri,Shelgaon Khu.
3010,Aurangabad,Fulambri,Shevata Khu.
3011,Aurangabad,Fulambri,Shevata Bu.
3012,Aurangabad,Fulambri,Nirdhana
3013,Aurangabad,Fulambri,Wahebav
3014,Aurangabad,Fulambri,Pokhari
3015,Aurangabad,Fulambri,Khamgaon
3016,Aurangabad,Fulambri,Mamnabad
3017,Aurangabad,Fulambri,Babra
3018,Aurangabad,Fulambri,Babhulgaon Khu.
3019,Aurangabad,Fulambri,Pirbawada
3020,Aurangabad,Fulambri,Ranjangaon
3021,Aurangabad,Fulambri,Aadgaon Khu.
3022,Aurangabad,Fulambri,Takali Kolate
3023,Aurangabad,Fulambri,Dhanora
3024,Aurangabad,Fulambri,Dhamangaon
3025,Aurangabad,Fulambri,Daregaon
3026,Aurangabad,Fulambri,Khultanwadi
3027,Aurangabad,Fulambri,Jategaon
3028,Aurangabad,Fulambri,Lohagad Nandra
3029,Aurangabad,Fulambri,Waghala
3030,Aurangabad,Fulambri,Pophala
3031,Aurangabad,Fulambri,Pimpalgaon Gagdeo
3032,Aurangabad,Fulambri,Dongargaonkawad
3033,Aurangabad,Fulambri,Bhoyagaon
3034,Aurangabad,Fulambri,Gevrai Payga
3035,Aurangabad,Fulambri,Gevri Gungi
3036,Aurangabad,Fulambri,Padali
3037,Aurangabad,Fulambri,Nimkheda
3038,Aurangabad,Fulambri,Nirdhana
3039,Aurangabad,Fulambri,Morsavali
3040,Aurangabad,Fulambri,Girsavali
3041,Aurangabad,Fulambri,Babhulgaon Tharte
3042,Aurangabad,Fulambri,Aaland
